incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,fire_LON,fire_LAT,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,created,log_acres,aspect,elevation,first,hillshade,slope,fire_date,fire_id,matched_veg_LAT,matched_veg_LON,location_distance_degrees,STID,DATE,FUEL_TYPE,FUEL_VARIATION,PERCENT,NAME,GACC,GROUP,veg_LAT,veg_LON,ELE,veg_date,date_gap_days
Soup Complex,Y,2016-10-13T11:30:00Z,2016-09-17T14:37:00Z,Modoc National Forest,,Modoc,"Soup Springs, 12 miles east of Likely",2652.0,100.0,,Modoc National Forest,-120.3178,41.2649,,92c20948-6ff6-4a2c-b13f-32c75e71b16c,https://www.fire.ca.gov/incidents/2016/9/17/soup-complex/,2016-10-13T11:30:00Z,2016-10-13,2016-09-17,N,False,False,2016-09-17,3.4235735197327357,128.0,1724.056640625,75.93212580327072,127.0,22.0,2016-09-17,436,41.235,-120.40333333333334,0.09060883572318158,925,2016-08-29,Sagebrush,Silver,67.0,Pit River,NOCC,Modoc NF,41.235,-120.40333333333334,4800.0,2016-08-29,19
Canyon Fire,Y,2016-09-27T14:00:00Z,2016-09-17T17:20:00Z,Vandenberg Air Force Base,,Santa Barbara,"Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base",12518.0,100.0,,Vandenberg Air Force Base,-120.54421,34.63445,,f6afb8c4-32dc-4e6d-8d30-e6b7ccd4a62f,https://www.fire.ca.gov/incidents/2016/9/17/canyon-fire/,2016-09-27T14:00:00Z,2016-09-27,2016-09-17,N,False,False,2016-09-17,4.0975349472172775,63.0,191.6165008544922,42.94659978822644,169.0,4.0,2016-09-17,437,34.69138888888889,-120.44555555555556,0.11390670075348448,541,2014-10-29,Chamise,,48.0,Harris Grade,SOCC,Santa Barbara County FD,34.69138888888889,-120.44555555555556,340.0,2014-10-29,689
Washington Fire,Y,2016-09-27T14:00:00Z,2016-09-22T14:20:00Z,Vandenberg Air Force Base,,Santa Barbara,"off Washington Ave. and Airfield Rd, north of California Blvd ",215.0,100.0,,Vandenberg Air Force Base,-120.55297,34.75134,,686e1300-65d3-4e07-8a88-e5952418649b,https://www.fire.ca.gov/incidents/2016/9/22/washington-fire/,2016-09-27T14:00:00Z,2016-09-27,2016-09-22,N,False,False,2016-09-22,2.3324384599156054,294.0,121.76077270507812,10.358317712842643,184.0,1.0,2016-09-22,438,34.69138888888889,-120.44555555555556,0.12301218882194322,541,2014-10-29,Chamise,,48.0,Harris Grade,SOCC,Santa Barbara County FD,34.69138888888889,-120.44555555555556,340.0,2014-10-29,694
Bell Fire,Y,2016-09-25T17:45:00Z,2016-09-23T13:12:00Z,CAL FIRE Amador-El Dorado Unit,,Amador,"off Hwy 49 and Bell Road, 4 miles north of Plymouth ",45.0,100.0,,"CAL FIRE Amador-El Dorado Unit, Amador Fire Protection District, Jackson Fire, Ione Fire, Sutter Creek Fire, CHP, Amador County Sheriff, Caltrans",-120.8416,38.5212,,0bf08653-1441-4e73-b24b-1296afb12b45,https://www.fire.ca.gov/incidents/2016/9/23/bell-fire/,2016-09-25T17:45:00Z,2016-09-25,2016-09-23,N,True,False,2016-09-23,1.6532125137753435,263.0,346.66180419921875,48.67795681369116,229.0,16.0,2016-09-23,441,38.41138888888889,-120.8863888888889,0.11859394879739786,1259,2016-09-07,Chamise,New Growth,64.0,Tonzi Road,NOCC,CAL FIRE Amador-Eldorado Unit,38.41138888888889,-120.8863888888889,700.0,2016-09-07,16
Newmark Fire,Y,2016-09-24T20:00:00Z,2016-09-23T12:40:00Z,CAL FIRE Fresno-Kings unit,,Fresno,"off Newmark Ave. and Fantz Ave., 3 miles southeast of Sanger",70.0,100.0,,CAL FIRE Fresno-Kings unit,-119.5327,36.6543,,2e8eb057-1d9a-41a7-ab9f-9b85ce3374c4,https://www.fire.ca.gov/incidents/2016/9/23/newmark-fire/,2016-09-24T20:00:00Z,2016-09-24,2016-09-23,N,True,False,2016-09-23,1.845098040014257,257.0,98.3150405883789,4.772162139322286,180.0,0.0,2016-09-23,443,37.03361111111111,-119.3852777777778,0.40695236897857684,146,2016-07-01,Manzanita,Whiteleaf,132.0,"Buckeye Manzanita, Whiteleaf New",SOCC,Sierra NF,37.03361111111111,-119.3852777777778,4041.0,2016-07-01,84
Cow Fire,Y,2016-09-25T13:15:00Z,2016-09-25T07:15:00Z,CAL FIRE Shasta-Trinity Unit,,Shasta,off Whitmore Road and Old Cow Creek Road,100.0,100.0,,CAL FIRE Shasta-Trinity Unit,-121.93923,40.0,,8a4c92b3-c1aa-41e0-aaed-999d73f0a418,https://www.fire.ca.gov/incidents/2016/9/25/cow-fire/,2016-09-25T13:15:00Z,2016-09-25,2016-09-25,N,True,False,2016-09-25,2.0,263.0,249.84744262695312,47.14762190396534,210.0,10.0,2016-09-25,444,40.26888888888889,-121.86805555555554,0.2781493054276377,581,2016-09-07,Oak,California Live,78.0,Hogsback,NOCC,Lassen NF,40.26888888888889,-121.86805555555554,2705.0,2016-09-07,18
Sawmill Fire,Y,2016-09-29T17:00:00Z,2016-09-25T10:43:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,Sonoma,"off Big Geysers Road and Geysers Resort Road, 10 miles east of Cloverdale",1547.0,100.0,none,"CAL FIRE Sonoma-Lake-Napa Unit, CAL PINE, Napa County Fire, Cloverdale FPD, Geyserville FPD, Healdsburg FD, Windsor FPD, Sonoma and Lake County Sheriff's Office, CA Highway Patrol, Red Cross, CA Dept. of Corrections and Rehabilitation, North Bay Incident Management Team, Sonoma County Animal Services",-122.82895,38.80017,,8d9b87e4-6fdb-49e4-ba6d-be85ffd6b222,https://www.fire.ca.gov/incidents/2016/9/25/sawmill-fire/,2016-09-29T17:00:00Z,2016-09-29,2016-09-25,N,True,False,2016-09-25,3.1894903136993675,91.0,519.9008178710938,113.07272942128655,136.0,14.0,2016-09-25,445,38.77583333333333,-122.82083333333333,0.025654504910884893,491,2016-09-06,Chamise,,59.0,Geysers (Sonoma County),NOCC,CalFire Lake Napa Unit,38.77583333333333,-122.82083333333333,2703.0,2016-09-06,19
Sacata Fire,Y,2016-10-20T07:00:00Z,2016-10-11T12:58:00Z,USFS Sierra National Forest,,Fresno,"near Sacata Ridge, located above Pine Flat",2100.0,100.0,,USFS Sierra National Forest,-119.25959,36.94536,,59084c8f-904c-42cb-9aa8-cae4a1f8c6ef,https://www.fire.ca.gov/incidents/2016/10/11/sacata-fire/,2016-10-20T07:00:00Z,2016-10-20,2016-10-11,N,False,False,2016-10-11,3.322219294733919,220.0,547.3184814453125,108.4362762186074,245.0,34.0,2016-10-11,448,36.95638888888889,-119.2075,0.053244760212852286,32,2015-10-13,Manzanita,Whiteleaf,63.0,"Apperson Manzanita, Whiteleaf New",SOCC,Sierra NF,36.95638888888889,-119.2075,2860.0,2015-10-13,364
Gopher Fire,Y,2016-11-14T18:00:00Z,2016-11-13T11:14:00Z,CAL FIRE San Diego Unit,,San Diego,Off Gopher Canyon & Interstate 15,28.0,100.0,,CAL FIRE San Diego Unit,-117.158475,33.254355,,6f600260-2bdb-4f53-9d1a-eab8afb3a11a,https://www.fire.ca.gov/incidents/2016/11/13/gopher-fire/,2016-11-14T18:00:00Z,2016-11-14,2016-11-13,N,True,False,2016-11-13,1.4471580313422192,133.0,148.89071655273438,61.85608666593495,155.0,11.0,2016-11-13,450,33.43,-117.1413888888889,0.17647408086713987,968,2014-12-27,Chamise,New Growth,73.0,Rainbow Valley-New Growth,SOCC,SDG&E,33.43,-117.1413888888889,1151.0,2014-12-27,687
Marek Fire,Y,2016-11-14T14:00:00Z,2016-11-14T05:45:00Z,Angeles National Forest ,,Los Angeles,Lake View Terrace,4824.0,100.0,,Angeles National Forest ,-118.335,34.31,,ca1227b3-1458-44c9-b32e-2994e309f940,https://www.fire.ca.gov/incidents/2016/11/14/marek-fire/,2016-11-14T14:00:00Z,2016-11-14,2016-11-14,N,False,False,2016-11-14,3.683407299132095,203.0,747.0629272460938,110.86829491322892,219.0,33.0,2016-11-14,451,34.3219,-118.3178,0.02091530540057999,504,2016-11-13,Chamise,New Growth,56.0,Gold Creek,SOCC,Angeles NF,34.3219,-118.3178,2125.0,2016-11-13,1
Aqueduct Fire,Y,2019-01-03T09:46:00Z,2018-04-12T14:30:00Z,CAL FIRE / Fresno County Fire,,Fresno,"25th Ave & Ultica Ave, south of Kettleman City",30.0,100.0,,CAL FIRE / Fresno County Fire,-119.94083,35.92436,,a97e2077-2013-459a-baa7-276781503e3c,https://www.fire.ca.gov/incidents/2018/4/12/aqueduct-fire/,2019-01-03T09:46:00Z,2019-01-03,2018-04-12,N,True,False,2018-04-12,1.4771212547196624,104.0,151.45086669921875,12.073791402391596,169.0,4.0,2018-04-12,454,35.96666666666667,-120.47305555555556,0.5339043884731278,891,2018-04-01,Ceanothus,Deerbrush,96.0,Parkfield Old Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.96666666666667,-120.47305555555556,2200.0,2018-04-01,11
West Fire,Y,2018-01-09T09:40:00Z,2017-04-03T16:00:00Z,CAL FIRE Lassen-Modoc Unit,,Modoc,"Likely, 15 Miles south of Alturas",380.0,100.0,,CAL FIRE Lassen-Modoc Unit,-120.58342,41.16716,,31b0e75c-b0e2-4796-b8a7-efc49e4c59a5,https://www.fire.ca.gov/incidents/2017/4/3/west-fire/,2018-01-09T09:40:00Z,2018-01-09,2017-04-03,N,True,False,2017-04-03,2.57978359661681,257.0,1903.2459716796875,54.44592330008397,211.0,10.0,2017-04-03,456,41.235,-120.40333333333334,0.19244083015594973,925,2016-08-29,Sagebrush,Silver,67.0,Pit River,NOCC,Modoc NF,41.235,-120.40333333333334,4800.0,2016-08-29,217
Jayne Fire,Y,2022-10-24T10:48:04Z,2017-04-20T15:40:00Z,CAL FIRE Fresno Kings Unit,,Fresno,Off of Hwy 33 and Lost Hills south of Coalinga,4532.0,100.0,,CAL FIRE Fresno Kings Unit,-120.26561,36.07228,,0cacf259-1ba3-4e8c-a938-feaab2655c4b,https://www.fire.ca.gov/incidents/2017/4/20/jayne-fire/,2018-01-09T09:51:00Z,2018-01-09,2017-04-20,N,True,False,2017-04-20,3.656289901191359,112.0,315.07916259765625,34.47314298136477,156.0,8.0,2017-04-20,458,35.96666666666667,-120.47305555555556,0.2327828058459958,891,2017-04-03,Ceanothus,Deerbrush,118.0,Parkfield Old Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.96666666666667,-120.47305555555556,2200.0,2017-04-03,17
Soledad Fire,Y,2018-01-09T09:51:00Z,2017-04-24T12:06:00Z,CAL FIRE San Benito-Monterey Unit ,,Monterey,"Highway 101 & Front Street, north of Soledad ",10.0,100.0,,CAL FIRE San Benito-Monterey Unit ,-121.34695,36.44141,,b8bdbd12-e3a2-49e0-8d65-7c18b8d584bf,https://www.fire.ca.gov/incidents/2017/4/24/soledad-fire/,2018-01-09T09:51:00Z,2018-01-09,2017-04-24,N,True,False,2017-04-24,1.0,328.0,54.344242095947266,1.2194553850404712,181.0,0.0,2017-04-24,459,36.38472222222222,-121.55027777777778,0.21108218628162273,545,2016-11-13,Ceanothus,Deerbrush,77.0,Hastings Old Growth,SOCC,CAL FIRE San Benito- Monterey Unit,36.38472222222222,-121.55027777777778,1800.0,2016-11-13,162
Tower Fire,Y,2018-01-09T09:53:00Z,2017-04-30T16:03:00Z,USFS - San Bernardino National Forest,,San Bernardino,"Cleghorn Road, east of I-15, north of the community of Devore",150.0,100.0,,USFS - San Bernardino National Forest,-117.45646,34.30104,,45699833-fa34-4eed-9520-8c8019426122,https://www.fire.ca.gov/incidents/2017/4/30/tower-fire/,2018-01-09T09:53:00Z,2018-01-09,2017-04-30,N,False,False,2017-04-30,2.1760912590556813,174.0,990.2294921875,69.25436689538274,173.0,22.0,2017-04-30,462,34.288888888888884,-117.3625,0.09474244614340784,285,2017-04-10,Chamise,New Growth,172.0,Cottonwood BDF,SOCC,San Bernardino NF,34.288888888888884,-117.3625,3450.0,2017-04-10,20
Jameson Fire,Y,2018-01-09T09:54:00Z,2017-04-30T19:43:00Z,CAL FIRE/Riverside County Fire,,Riverside,"Jameson Rd and Clay Canyon Dr., south of Corona",12.0,100.0,,CAL FIRE/Riverside County Fire,-117.5048,33.7866,,7fc71135-ee3b-443c-a859-90672936e0c1,https://www.fire.ca.gov/incidents/2017/4/30/jameson-fire/,2018-01-09T09:54:00Z,2018-01-09,2017-04-30,N,True,False,2017-04-30,1.0791812460476249,46.0,327.5379943847656,33.94526555624083,143.0,17.0,2017-04-30,464,33.74805555555556,-117.48138888888889,0.0450971653320646,1237,2014-07-01,Chamise,New Growth,63.0,Temescal CNF,SOCC,Cleveland NF,33.74805555555556,-117.48138888888889,1328.0,2014-07-01,1034
Olive Fire,Y,2018-01-09T09:54:00Z,2017-05-02T14:32:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Off Highway 41, north of Cholame",130.0,100.0,,CAL FIRE San Luis Obispo Unit,-120.22647,35.78286,,87d7fb46-00f9-4bae-ba35-a7ef8e58a70e,https://www.fire.ca.gov/incidents/2017/5/2/olive-fire/,2018-01-09T09:54:00Z,2018-01-09,2017-05-02,N,True,False,2017-05-02,2.113943352306837,204.0,603.3626098632812,64.10484705362508,212.0,26.0,2017-05-02,466,35.96666666666667,-120.47305555555556,0.3075537789066389,891,2017-04-03,Ceanothus,Deerbrush,118.0,Parkfield Old Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.96666666666667,-120.47305555555556,2200.0,2017-04-03,29
Shandon Fire,Y,2018-01-09T09:55:00Z,2017-05-07T16:41:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Off Lucy Brown Rd, in Shandon",12.0,100.0,,CAL FIRE San Luis Obispo Unit,-120.3317,35.6879,,c7e3bcbf-1065-4e45-a4a3-bf0b5ac6aa23,https://www.fire.ca.gov/incidents/2017/5/7/shandon-fire/,2018-01-09T09:55:00Z,2018-01-09,2017-05-07,N,True,False,2017-05-07,1.0791812460476249,50.0,390.5810852050781,25.71382877978419,148.0,14.0,2017-05-07,467,35.96666666666667,-120.47305555555556,0.31255759074267886,891,2017-05-04,Ceanothus,Deerbrush,99.0,Parkfield Old Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.96666666666667,-120.47305555555556,2200.0,2017-05-04,3
Wright Fire,Y,2022-10-24T10:48:37Z,2017-05-12T15:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Hwy 152 and Arburura Road, southwest of Los Banos",1733.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.89261,36.96655,,63a81990-8521-409d-9c22-92d1c33e0353,https://www.fire.ca.gov/incidents/2017/5/12/wright-fire/,2018-01-09T09:56:00Z,2018-01-09,2017-05-12,N,True,False,2017-05-12,3.238798562713917,149.0,110.51394653320312,19.552136393571477,163.0,11.0,2017-05-12,470,36.54472222222222,-121.16083333333334,0.4998824168235828,1116,2017-04-05,Chamise,New Growth,192.0,Smith Ranch,SOCC,CAL FIRE San Benito- Monterey Unit,36.54472222222222,-121.16083333333334,1400.0,2017-04-05,37
Nacimiento Fire,Y,2018-01-09T09:56:00Z,2017-05-14T12:00:00Z,CAL FIRE San Benito-Monterey Unit,,Monterey,"Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley",20.0,100.0,,CAL FIRE San Benito-Monterey Unit,-120.92482,35.77082,,1423af4f-16d5-4f19-a01d-fc3ebc124201,https://www.fire.ca.gov/incidents/2017/5/14/nacimiento-fire/,2018-01-09T09:56:00Z,2018-01-09,2017-05-14,N,True,False,2017-05-14,1.3010299956639813,218.0,438.1816101074219,51.25399608051435,200.0,10.0,2017-05-14,471,35.950833333333335,-121.00083333333332,0.1954042656193078,716,2017-05-02,Chamise,,124.0,Lockwood New Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.950833333333335,-121.00083333333332,2800.0,2017-05-02,12
Arrow Fire,Y,2018-01-09T09:57:00Z,2017-05-15T13:58:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,off of Soda Lake,225.0,100.0,,CAL FIRE San Luis Obispo Unit,-119.87525,35.21177,,5b3329f4-1e37-4b5a-9ed6-6f8d74f495c3,https://www.fire.ca.gov/incidents/2017/5/15/arrow-fire/,2018-01-09T09:57:00Z,2018-01-09,2017-05-15,N,True,False,2017-05-15,2.3521825181113627,11.0,590.3128662109375,5.469542892376932,180.0,1.0,2017-05-15,474,35.10888888888889,-120.07638888888889,0.22592338446233134,495,2017-04-29,Chamise,New Growth,117.0,Gifford,SOCC,Los Padres NF,35.10888888888889,-120.07638888888889,1450.0,2017-04-29,16
Pine Fire,Y,2018-01-09T09:58:00Z,2017-05-16T16:10:00Z,CAL FIRE San Benito - Monterey Unit,,Monterey,"off of Hwy 198 and Pine Valley Road, southwest of King City",18.0,100.0,,CAL FIRE San Benito - Monterey Unit,-120.86682,36.1727,,75bb079a-1de8-4824-a933-e19f69948438,https://www.fire.ca.gov/incidents/2017/5/16/pine-fire/,2018-01-09T09:58:00Z,2018-01-09,2017-05-16,N,True,False,2017-05-16,1.255272505103306,252.0,358.2358703613281,41.53787563805541,199.0,6.0,2017-05-16,476,35.950833333333335,-121.00083333333332,0.2591995202327396,716,2017-05-15,Chamise,,102.0,Lockwood New Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.950833333333335,-121.00083333333332,2800.0,2017-05-15,1
Lonoak Fire,Y,2018-01-09T09:59:00Z,2017-05-17T15:18:00Z,CAL FIRE San Benito Monterey Unit,,Monterey,"Lonoak Road and Airline Road, east of King City",17.0,100.0,,CAL FIRE San Benito Monterey Unit,-120.94328,36.2771,,2d12b95c-3f4e-41bc-a771-8ae2cb80b99e,https://www.fire.ca.gov/incidents/2017/5/17/lonoak-fire/,2018-01-09T09:59:00Z,2018-01-09,2017-05-17,N,True,False,2017-05-17,1.230448921378274,307.0,271.2638854980469,20.57949254542773,204.0,9.0,2017-05-17,477,35.950833333333335,-121.00083333333332,0.3313039751580873,716,2017-05-15,Chamise,,102.0,Lockwood New Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.950833333333335,-121.00083333333332,2800.0,2017-05-15,2
Camp Fire,Y,2018-01-09T10:03:00Z,2017-05-18T08:48:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",225.0,100.0,,CAL FIRE San Luis Obispo Unit,-120.76464,35.34541,,048c085b-3162-4906-beef-7aa2ba1b868d,https://www.fire.ca.gov/incidents/2017/5/18/camp-fire/,2018-01-09T10:03:00Z,2018-01-09,2017-05-18,N,True,False,2017-05-18,2.3521825181113627,201.0,50.24953079223633,21.185695226185334,186.0,5.0,2017-05-18,479,35.25388888888889,-120.7075,0.10789389871078538,615,2017-05-16,Chamise,New Growth,110.0,Irish Hills,SOCC,CAL FIRE San Luis Obispo Unit,35.25388888888889,-120.7075,730.0,2017-05-16,2
City Fire,Y,2018-01-09T10:04:00Z,2017-05-18T12:54:00Z,CAL FIRE/Fresno County Fire,,Kings,"off of Hwy 41 & I-5, south of Kettleman City",20.0,100.0,,CAL FIRE/Fresno County Fire,-119.91508,35.983,,3fce8146-ff21-4399-9a94-f37124b34331,https://www.fire.ca.gov/incidents/2017/5/18/city-fire/,2018-01-09T10:04:00Z,2018-01-09,2017-05-18,N,True,False,2017-05-18,1.3010299956639813,63.0,58.400657653808594,0.5066277669311028,180.0,0.0,2017-05-18,481,35.96666666666667,-120.47305555555556,0.5582145630268984,891,2017-05-15,Chamise,,84.0,Parkfield Old Growth,SOCC,CAL FIRE San Benito- Monterey Unit,35.96666666666667,-120.47305555555556,2200.0,2017-05-15,3
Deluz Fire,Y,2018-01-09T10:06:00Z,2017-05-19T14:45:00Z,Camp Pendleton Marine Base,,San Diego,"Camp Pendleton, north of India Training Area",486.0,100.0,,Camp Pendleton Marine Base,-117.32348,33.3906,,3d595f75-d59e-4453-b25c-48207b02f529,https://www.fire.ca.gov/incidents/2017/5/19/deluz-fire/,2018-01-09T10:06:00Z,2018-01-09,2017-05-19,N,False,False,2017-05-19,2.686636269262294,98.0,146.0184326171875,60.27698257822108,74.0,37.0,2017-05-19,484,33.43083333333333,-117.30666666666666,0.04360515209111523,370,2014-12-29,Chamise,,73.0,Deluz-New Growth,SOCC,SDG&E,33.43083333333333,-117.30666666666666,770.0,2014-12-29,872
Gate Fire,Y,2018-01-09T10:06:00Z,2017-05-20T23:19:00Z,CAL FIRE San Diego Unit,,San Diego,"off of Hwy 94 and Otay Truck Trail, northwest of Dulzura",2056.0,100.0,All Road Closures are lifted. Please drive with caution.,CAL FIRE San Diego Unit,-116.80527,32.65597,,c4d0a25f-02f6-4877-a944-8f5d50bf2335,https://www.fire.ca.gov/incidents/2017/5/20/gate-fire/,2018-01-09T10:06:00Z,2018-01-09,2017-05-20,N,True,False,2017-05-20,3.313023110323238,254.0,251.89376831054688,54.72715585370284,220.0,13.0,2017-05-20,485,32.66638888888889,-116.7,0.10578433790347644,66,2014-12-21,Chamise,New Growth,73.0,Barrett,SOCC,SDG&E,32.66638888888889,-116.7,2500.0,2014-12-21,881
Rocky Fire,Y,2018-01-09T10:06:00Z,2017-05-20T13:11:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero",17.0,100.0,,CAL FIRE San Luis Obispo Unit,-120.474,35.556667,,fbc11fc4-573b-465f-a9ac-a879ee2cdda2,https://www.fire.ca.gov/incidents/2017/5/20/rocky-fire/,2018-01-09T10:06:00Z,2018-01-09,2017-05-20,N,True,False,2017-05-20,1.230448921378274,344.0,429.8746337890625,35.90084933093672,200.0,24.0,2017-05-20,486,35.4099,-120.5423,0.1618809509763216,892,2017-05-16,Chamise,New Growth,120.0,Parkhill,SOCC,CAL FIRE San Luis Obispo Unit,35.4099,-120.5423,1350.0,2017-05-16,4
Ribbonwood Fire,Y,2018-01-09T10:10:00Z,2017-05-24T15:30:00Z,CAL FIRE San Diego Unit,,San Diego,"Off of Ribbonwood Road and Interstate 8, east of El Cajon",25.0,100.0,,CAL FIRE San Diego Unit,-116.29296,32.679,,9b9bf8b4-8378-46e5-a760-67e89e2279e2,https://www.fire.ca.gov/incidents/2017/5/24/ribbonwood-fire/,2018-01-09T10:10:00Z,2018-01-09,2017-05-24,N,True,False,2017-05-24,1.3979400086720375,186.0,1109.1083984375,15.805979920254837,182.0,4.0,2017-05-24,490,32.64694444444444,-116.31666666666666,0.039869345196780814,1332,2017-05-03,Chamise,New Growth,135.0,White Star,SOCC,CAL FIRE San Diego Unit,32.64694444444444,-116.31666666666666,4016.0,2017-05-03,21
Bitterwater Fire,Y,2018-01-09T10:07:00Z,2017-05-22T04:50:00Z,CAL FIRE San Benito-Monterey Unit,,San Benito,"Bitterwater Rd X Hwy 25, east of King City",21.0,100.0,,CAL FIRE San Benito-Monterey Unit,-120.99552,36.35578,,f5ef2d0f-66a7-4d75-a9e8-03c42524d723,https://www.fire.ca.gov/incidents/2017/5/22/bitterwater-fire/,2018-01-09T10:07:00Z,2018-01-09,2017-05-22,N,True,False,2017-05-22,1.3222192947339193,328.0,586.9149169921875,39.28792756707668,227.0,29.0,2017-05-22,491,36.54472222222222,-121.16083333333334,0.2510531049719379,1116,2017-04-05,Chamise,New Growth,192.0,Smith Ranch,SOCC,CAL FIRE San Benito- Monterey Unit,36.54472222222222,-121.16083333333334,1400.0,2017-04-05,47
Champagne Fire,Y,2018-01-09T10:17:00Z,2017-05-28T10:59:00Z,Kern County Fire Department,,Kern,10 miles West of Rosamond,10.0,100.0,,Kern County Fire Department,-118.35296,34.87128,,6fa64139-e5d1-4134-b012-5c1b272ac89a,https://www.fire.ca.gov/incidents/2017/5/28/champagne-fire/,2018-01-09T10:17:00Z,2018-01-09,2017-05-28,N,True,False,2017-05-28,1.0,166.0,787.0859985351562,8.234774749042643,180.0,1.0,2017-05-28,495,35.096944444444446,-118.49111111111112,0.2645943517682499,1234,2017-05-01,Ceanothus,Buckbrush,129.0,Tehachapi new growth,SOCC,Kern County FD,35.096944444444446,-118.49111111111112,4600.0,2017-05-01,27
Lombardi Fire,Y,2018-01-09T10:21:00Z,2017-05-28T15:30:00Z,CAL FIRE Tuolumne-Calaveras Unit,,Calaveras,"off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill",15.0,100.0,,CAL FIRE Tuolumne-Calaveras Unit,-120.83484,38.19906,,42f21a81-e0a3-4b4d-b837-2e6e2efd75a4,https://www.fire.ca.gov/incidents/2017/5/28/lombardi-fire/,2018-01-09T10:21:00Z,2018-01-09,2017-05-28,N,True,False,2017-05-28,1.1760912590556811,21.0,238.9794006347656,35.45014560817053,164.0,14.0,2017-05-28,498,38.11472222222223,-120.79,0.09551694279285199,1287,2017-05-20,Chamise,New Growth,115.0,Valley Springs,SOCC,CAL FIRE Toulumne-Calaveras Unit,38.11472222222223,-120.79,908.0,2017-05-20,8
Clay Fire,Y,2018-01-09T10:22:00Z,2017-06-01T15:38:00Z,CAL FIRE Amador-El Dorado Unit,,Sacramento,"off Clay East Rd, east of Herald",68.0,100.0,,CAL FIRE Amador-El Dorado Unit,-121.11113,38.33707,,bf3148c5-75dd-4f79-8b3b-c5b483065b47,https://www.fire.ca.gov/incidents/2017/6/1/clay-fire/,2018-01-09T10:22:00Z,2018-01-09,2017-06-01,N,True,False,2017-06-01,1.8325089127062364,293.0,60.106910705566406,7.335513801176456,192.0,4.0,2017-06-01,503,38.41138888888889,-120.8863888888889,0.23671050730614215,1259,2017-05-22,Chamise,New Growth,124.0,Tonzi Road,NOCC,CAL FIRE Amador-Eldorado Unit,38.41138888888889,-120.8863888888889,700.0,2017-05-22,10
Jones Fire,Y,2018-01-09T10:24:00Z,2017-06-03T13:09:00Z,CAL FIRE Lassen-Modoc Unit,,Modoc,"Off Hwy 395, south of Alturas",42.0,100.0,,CAL FIRE Lassen-Modoc Unit,-120.53443,41.38247,,7967c729-4693-47a1-b1bc-1d82825ca8db,https://www.fire.ca.gov/incidents/2017/6/3/jones-fire/,2018-01-09T10:24:00Z,2018-01-09,2017-06-03,N,True,False,2017-06-03,1.6232492903979006,48.0,1383.382080078125,24.56054176608116,142.0,17.0,2017-06-03,506,41.344722222222224,-120.50416666666666,0.0483814434634284,630,2017-05-22,Sagebrush,California,199.0,Juniper Creek C2B,NOCC,BLM -Northern CA District,41.344722222222224,-120.50416666666666,4613.0,2017-05-22,12
Vernon Fire,Y,2018-01-09T10:24:00Z,2017-06-03T12:09:00Z,CAL FIRE / Riverside County Fire,,Riverside,Off Soboba Road in San Jacinto,27.0,100.0,,CAL FIRE / Riverside County Fire,-116.96079,33.82165,,b0ffe2e4-ae61-4ad9-b1cc-bf31ff254d8d,https://www.fire.ca.gov/incidents/2017/6/3/vernon-fire/,2018-01-09T10:24:00Z,2018-01-09,2017-06-03,N,True,False,2017-06-03,1.4313637641589874,154.0,576.572998046875,187.81797093720465,133.0,36.0,2017-06-03,507,33.79388888888889,-116.92611111111113,0.04442189352887298,1033,2017-03-19,Brittlebrush,,328.0,San Jacinto,SOCC,CAL FIRE Riverside Unit,33.79388888888889,-116.92611111111113,1540.0,2017-03-19,76
