incident_name,incident_id,DSCI_current,DSCI_4wk_avg,DSCI_8wk_avg,DSCI_12wk_avg,DSCI_16wk_avg,DSCI_25wk_avg,DSCI_36wk_avg,DSCI_42wk_avg,DSCI_52wk_avg,eddi90d_current,spei180d_current,pdsi_current,eddi90d_1wk_avg,spei180d_1wk_avg,pdsi_1wk_avg,eddi90d_2wk_avg,spei180d_2wk_avg,pdsi_2wk_avg,eddi90d_4wk_avg,spei180d_4wk_avg,pdsi_4wk_avg
Peg Fire,bfc6b8e4-8021-44ca-8f92-58c724682ba1,0.0,0.0,0.0,0.0,0.0,0.0,10.11111111111111,27.238095238095237,65.96153846153847,0.4699999988079071,0.3199999928474426,5.260000228881836,0.4699999988079071,0.3199999928474426,5.260000228881836,0.6033333539962769,0.4666666686534881,5.289999961853027,0.6866666674613953,0.4950000047683716,5.37333345413208
Montezuma Fire,1f8d9fe1-e644-4f53-88ae-4418cc0b4451,117.0,117.0,117.0,117.0,117.0,117.0,166.02777777777777,194.73809523809524,227.8653846153846,-0.2399999946355819,-0.3899999856948852,-0.8999999761581421,-0.2399999946355819,-0.2399999946355819,-0.7599999904632568,-0.0799999982118606,-0.1966666579246521,-0.2399999946355819,-0.2883333265781402,-0.2316666692495346,-0.1150000020861625
Vestal Fire,becd0762-0e22-4c54-a1c5-3ecd3660dd70,0.0,0.0,0.0,0.0,0.0,0.0,5.111111111111111,19.928571428571427,52.69230769230769,0.1000000014901161,-0.1000000014901161,1.1200000047683716,0.1000000014901161,-0.1000000014901161,1.1200000047683716,0.2199999988079071,-0.0333333350718021,1.149999976158142,0.3199999928474426,0.0,1.1983332633972168
Mines Fire,399dba2c-02c1-4756-a76d-1198d0e838ed,0.0,0.0,0.0,0.0,0.0,0.0,26.305555555555557,69.26190476190476,118.82692307692308,0.3199999928474426,-0.1700000017881393,2.059999942779541,0.3199999928474426,-0.1700000017881393,2.059999942779541,0.3700000047683716,0.0100000007078051,2.0999999046325684,0.3179999887943268,0.0599999986588954,2.140000104904175
Hill Fire,386b7562-fe70-490b-a92c-a3c21eece0c2,21.0,21.0,21.0,21.0,21.0,21.0,95.63888888888889,147.83333333333334,208.05769230769232,0.8999999761581421,-0.1000000014901161,2.470000028610229,0.8999999761581421,-0.1000000014901161,2.470000028610229,0.9366666674613952,0.103333331644535,2.5233333110809326,0.6739999651908875,0.1599999964237213,2.578000068664551
Canyon Fire,78754c68-2800-4c5d-aff0-ab0b399ab5ce,55.0,55.0,55.0,55.0,55.0,55.0,104.55555555555556,134.76190476190476,168.3846153846154,-0.3199999928474426,-0.7099999785423279,-0.9300000071525574,-0.3199999928474426,-0.7099999785423279,-0.9300000071525574,-0.1499999910593032,-0.6266666650772095,-0.949999988079071,-0.1879999935626983,-0.5019999742507935,-0.9639999866485596
Bodega Fire,d83bfb8a-f1e6-4213-b514-89fc16d2eb72,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,15.523809523809524,32.40384615384615,-0.1000000014901161,-0.4600000083446502,-1.6399999856948853,-0.1000000014901161,-0.4600000083446502,-1.6399999856948853,0.03999999538064,-0.3633333444595337,-1.649999976158142,0.0499999970197677,-0.2879999876022339,-1.653999924659729
Sandra Fire,f3c1f59e-b0d5-4c14-976f-ae6c583b2224,0.0,0.0,0.0,0.0,0.0,0.0,27.944444444444443,65.52380952380952,109.15384615384616,-0.3899999856948852,0.3199999928474426,3.4200000762939453,-0.3899999856948852,0.3199999928474426,3.4549999237060547,-0.3166666626930237,0.3933333456516266,3.490000009536743,-0.2316666543483734,0.4716666638851166,3.595000028610229
Translator Fire,18a2b3d6-d86e-4147-ab42-d45b8792e98a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.461538461538462,0.6299999952316284,0.7099999785423279,2.880000114440918,0.5850000381469727,0.625,2.914999961853028,0.6566666960716248,0.7166666388511658,2.946666717529297,0.7016666531562805,0.8583333492279053,3.049999952316284
Bradley Fire,f8cd3b44-ec6b-4338-9edc-ebd879a8aafc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01923076923077,0.5400000214576721,0.5400000214576721,1.2699999809265137,0.5400000214576721,0.4300000071525574,1.305000066757202,0.6600000262260437,0.3933333456516266,1.34333336353302,0.7300000190734863,0.5349999666213989,1.4983333349227903
Bradley Fire,59fae761-fd49-4f06-a2e9-1495c00eb7e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01923076923077,0.5400000214576721,0.6299999952316284,1.1699999570846558,0.5850000381469727,0.4749999940395355,1.184999942779541,0.6899999976158142,0.4466666579246521,1.1966667175292969,0.79666668176651,0.5816666483879089,1.2799999713897705
Ponderosa Fire,7c9253af-4c43-41bb-b1de-44af15e0d83e,0.0,0.0,0.0,0.0,0.0,0.0,6.5,24.071428571428573,55.28846153846154,0.1000000014901161,0.2399999946355819,1.440000057220459,0.135000005364418,0.2049999982118606,1.4600000381469729,0.1966666579246521,0.1700000017881393,1.4833333492279053,0.2566666603088379,0.2416666746139526,1.5466666221618652
Mud Fire,b77ff66d-d8ee-49c9-bd0f-92a4350a095a,0.0,0.0,0.0,0.0,0.0,0.0,6.5,24.142857142857142,61.51923076923077,-0.0299999993294477,0.4699999988079071,7.099999904632568,0.1049999967217445,0.3949999809265136,7.149999618530273,0.199999988079071,0.5633333325386047,7.203333377838135,0.348333328962326,0.6383333206176758,7.361666679382324
Railroad Fire,9989e07d-5125-472d-9601-0d7158b13073,0.0,0.0,0.0,0.0,0.0,0.0,59.55555555555556,112.9047619047619,175.6153846153846,-0.0299999993294477,0.2399999946355819,1.7400000095367432,-0.0649999976158142,0.2399999946355819,1.7599999904632568,-0.0533333346247673,0.2899999916553497,1.7799999713897705,-0.0766666680574417,0.4316666722297668,1.861666679382324
Slinkard Fire,71ea2924-bc37-44f4-b454-47eff22e426c,0.0,0.0,0.0,0.0,0.0,0.0,37.97222222222222,89.57142857142857,149.84615384615384,-0.0299999993294477,1.1299999952316284,7.679999828338623,0.0350000001490116,1.1299999952316284,7.644999980926514,0.1299999952316284,1.3166667222976685,7.616666793823242,0.1150000020861625,1.596666693687439,7.563333511352539
Owens Fire,62b8a6af-700a-4c93-85d5-a9b85a30faf5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.096153846153847,0.1700000017881393,-0.1000000014901161,-0.6000000238418579,0.3199999928474426,-0.1000000014901161,-0.5950000286102295,0.3933333456516266,-0.1000000014901161,-0.5899999737739563,0.4416666626930237,-0.111666664481163,-0.5916666388511658
Pier Fire,c8ebf0c1-e560-4e22-a946-129af8699dfb,0.0,0.0,0.0,0.0,0.0,0.0,77.27777777777777,137.0952380952381,206.1153846153846,0.6299999952316284,-0.2399999946355819,2.5199999809265137,0.7150000333786011,-0.2049999982118606,2.5349998474121094,0.7133333086967468,-0.1466666609048843,2.553333282470703,0.5683333277702332,0.036666665226221,2.6033332347869877
Coalinga Fire,4adae6c4-71c9-46d1-9743-e04f186b2c3e,21.0,21.0,21.0,21.0,21.0,21.0,83.44444444444444,137.35714285714286,199.59615384615384,0.6299999952316284,-0.1000000014901161,1.6200000047683716,0.5049999952316284,-0.0299999993294477,2.2100000381469727,0.4433333277702331,-0.0299999993294477,2.2333333492279053,0.2783333361148834,0.0700000002980232,2.296666622161865
R-4 Fire,49757269-445f-4525-8698-858d8e0a5398,0.0,0.0,0.0,0.0,0.0,0.0,6.5,24.142857142857142,61.51923076923077,0.3199999928474426,-0.1000000014901161,4.449999809265137,0.4749999940395355,-0.135000005364418,4.46999979019165,0.5833333134651184,0.0166666638106107,4.486666679382324,0.7083333134651184,0.1683333367109298,4.566666603088379
4-4 Fire,5e01dba8-3d59-41a6-ba60-d78d874eba42,0.0,0.0,0.0,0.0,0.0,0.0,3.4444444444444446,15.476190476190476,44.38461538461539,0.1700000017881393,-0.1000000014901161,1.0299999713897705,0.2800000011920929,-0.0649999976158142,1.0199999809265137,0.4233333170413971,0.0633333325386047,0.993333339691162,0.5249999761581421,0.1516666561365127,0.8700000047683716
4-10 Fire,182f71e9-0f85-4cb0-8711-ee14c0b6b8f8,0.0,0.0,0.0,0.0,0.0,0.0,3.4444444444444446,15.476190476190476,44.38461538461539,0.3899999856948852,-0.1700000017881393,0.75,0.4300000071525574,-0.1000000014901161,0.75,0.5533333420753479,0.0633333250880241,0.7433333396911621,0.621666669845581,0.2033333331346511,0.7083333730697632
Pleasant Fire,f571f91e-bc07-450c-8822-3ecc61a27863,0.0,0.0,0.0,0.0,0.0,0.0,6.5,22.523809523809526,56.01923076923077,0.3199999928474426,0.2399999946355819,1.190000057220459,0.3199999928474426,0.1700000017881393,1.694999933242798,0.3199999928474426,0.1466666609048843,1.7200000286102295,0.3683333396911621,0.2349999994039535,1.8016667366027832
Helena - Fork Fire,220a986e-6d2c-4893-9473-232d1e1abf0c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8571428571428572,16.76923076923077,0.7099999785423279,0.1700000017881393,1.6299999952316284,0.625,0.135000005364418,1.649999976158142,0.6833333373069763,0.1233333349227905,1.6666666269302368,0.7150000333786011,0.1966666728258133,1.7166666984558103
Miller Fire,62a6c794-97db-4b57-9033-958bcf2e5a99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.538461538461538,1.1299999952316284,0.3199999928474426,0.7400000095367432,1.1299999952316284,0.3199999928474426,0.7400000095367432,1.0133333206176758,0.2433333247900009,0.7866666913032532,0.8949999809265137,0.3400000035762787,0.8583333492279053
Castaic Fire,1e9d7aca-8862-4dff-a8af-5f687afdfda0,155.0,155.0,155.0,155.0,155.0,155.0,200.91666666666666,241.64285714285714,288.63461538461536,0.0299999993294477,-0.800000011920929,-1.7899999618530271,0.0299999993294477,-0.800000011920929,-1.7899999618530271,-0.0799999982118606,-0.903333306312561,-1.809999942779541,0.0133333317935466,-0.6466666460037231,-1.840000033378601
Marlborough Fire,7bc10ea0-55b4-40bd-8eca-36ec10106528,55.0,55.0,55.0,55.0,55.0,55.0,97.30555555555556,128.54761904761904,163.98076923076923,,,,,,,,,,,,
Caldwell Fire,340e471a-a37e-47dd-90da-6c9f35b7eb3b,42.0,42.0,42.0,42.0,42.0,42.0,104.61111111111111,157.23809523809524,217.96153846153845,0.1700000017881393,-0.800000011920929,1.3300000429153442,0.1700000017881393,-0.800000011920929,1.3300000429153442,0.3233333230018616,-0.6633333563804626,1.3766666650772097,0.3680000007152557,-0.4799999892711639,1.4240000247955322
La Tuna Fire ,c2bf9820-7e90-43c4-bd3d-1b26ef7ada51,155.0,155.0,155.0,155.0,155.0,155.0,200.91666666666666,241.64285714285714,288.63461538461536,-0.3199999928474426,-0.800000011920929,-1.3799999952316284,-0.3199999928474426,-0.800000011920929,-1.3799999952316284,-0.3199999928474426,-0.8700000047683716,-1.3833333253860474,-0.2759999930858612,-0.6920000314712524,-1.3919999599456787
Border Fire,10a447c8-708f-44a3-8679-251500c761d6,117.0,117.0,117.0,117.0,117.0,117.0,159.08333333333334,188.78571428571428,223.05769230769232,-0.2399999946355819,-1.2799999713897705,-0.5799999833106995,-0.2399999946355819,-1.2799999713897705,-0.5799999833106995,-0.2199999988079071,-0.7866666316986084,-0.6666666865348816,-0.1039999946951866,-0.6139999628067017,-0.7680000066757202
Hopper Fire,406e30d2-2ac0-4c0b-998c-761adde20177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,17.5,0.5400000214576721,0.1700000017881393,1.399999976158142,0.5400000214576721,0.1700000017881393,1.399999976158142,0.596666693687439,0.1933333277702331,1.4466667175292969,0.5920000076293945,0.2140000015497207,1.4900000095367432
Palmer Fire,cfa04438-152b-4f4b-a712-4343af8c7fcf,55.0,55.0,55.0,55.0,55.0,55.0,97.30555555555556,128.54761904761904,163.98076923076923,-0.4600000083446502,-0.7099999785423279,-0.7699999809265137,-0.4600000083446502,-0.7549999952316284,-0.7699999809265137,-0.4866666793823242,-0.7699999809265137,-0.7799999713897705,-0.3900000154972076,-0.6700000166893005,-0.8183333277702332
Parkfield Fire,a983c540-b47c-4250-a65d-c5d3d76c9b3b,21.0,21.0,21.0,21.0,21.0,21.0,83.44444444444444,137.35714285714286,199.59615384615384,0.2399999946355819,-0.0299999993294477,-0.0099999997764825,0.1700000017881393,-0.1349999904632568,-0.0099999997764825,0.103333331644535,-0.1966666579246521,-0.0099999997764825,0.0683333352208137,-0.2066666632890701,0.0783333331346511
Mission Fire,297d6516-ce4f-407d-93f8-9669dc6fd392,0.0,0.0,0.0,0.0,0.0,0.0,59.55555555555556,112.9047619047619,175.6153846153846,0.4699999988079071,-0.0299999993294477,1.6699999570846558,0.2199999988079071,-0.1000000014901161,1.690000057220459,0.089999996125698,-0.1466666609048843,1.7100000381469729,0.0949999988079071,0.0116666667163372,1.7716666460037231
Peak Fire,c7a0a280-17c9-409b-85f9-fdda301b6ede,0.0,0.0,0.0,0.0,0.0,0.0,55.52777777777778,110.0952380952381,174.5,0.8999999761581421,-0.1000000014901161,2.8399999141693115,0.5950000286102295,0.0299999993294477,2.639999866485596,0.476666659116745,0.0099999997764825,2.6700000762939453,0.5,0.0783333331346511,2.759999990463257
Mills File,ba20d998-185c-48ac-8006-15aadf4d3106,0.0,0.0,0.0,0.0,0.0,0.0,6.611111111111111,23.166666666666668,56.76923076923077,0.6299999952316284,0.1000000014901161,2.049999952316284,0.5099999904632568,0.1700000017881393,2.0749998092651367,0.4699999988079071,0.1700000017881393,2.0999999046325684,0.4816666543483734,0.2433333247900009,2.178333282470703
Margarita Fire,17cd878b-0d5d-49ff-b205-7e0203908f4c,104.0,104.0,104.0,104.0,104.0,104.0,159.86111111111111,206.5952380952381,260.5192307692308,0.3899999856948852,-0.1000000014901161,1.659999966621399,0.3899999856948852,-0.1700000017881393,1.6749999523162842,0.3166666626930237,-0.2199999988079071,1.690000057220459,0.3166666626930237,-0.1749999970197677,1.7316666841506958
Bally Fire,7b02d757-4f96-4616-99d5-04e4eaa34440,0.0,0.0,0.0,0.0,0.0,0.0,25.583333333333332,62.904761904761905,107.53846153846153,-0.5400000214576721,0.3199999928474426,3.5999999046325684,-0.625,0.3549999892711639,3.634999990463257,-0.6833333373069763,0.3433333337306976,3.670000076293945,-0.6383333206176758,0.3816666603088379,3.785000085830689
Creek Fire,7f33fd28-9a93-438b-84ca-0e57e7c441f4,0.0,0.0,0.0,0.0,0.0,0.0,58.05555555555556,106.61904761904762,163.03846153846155,0.6299999952316284,0.1700000017881393,1.600000023841858,0.4749999940395355,0.1000000014901161,1.6050000190734863,0.496666669845581,0.0766666680574417,1.6066666841506958,0.699999988079071,0.1716666668653488,1.6333333253860474
Mule Fire,180ea977-b5c2-483d-b9f4-c2f8b8b05ebe,0.0,0.0,0.0,0.0,0.0,0.0,2.8055555555555554,26.0,58.69230769230769,1.2799999713897705,-0.1700000017881393,2.319999933242798,1.2799999713897705,-0.1700000017881393,2.369999885559082,0.9633333086967468,-0.2166666686534881,2.426666736602783,0.8233333230018616,-0.0466666668653488,2.503333330154419
Eureka Fire,47988f74-d4bd-4ddd-814e-22ebc2ca5ccf,0.0,0.0,0.0,0.0,0.0,0.0,3.3055555555555554,20.238095238095237,52.61538461538461,0.5400000214576721,0.1700000017881393,-1.870000004768372,0.5400000214576721,0.2399999946355819,0.949999988079071,0.4666666686534881,0.2399999946355819,1.0233333110809326,0.5616666674613953,0.2533333301544189,1.1166666746139526
Rattlesnake Fire,e21384c7-8060-4336-9a71-a006330d9939,0.0,0.0,0.0,0.0,0.0,0.0,44.416666666666664,99.5,165.94230769230768,0.8999999761581421,0.3899999856948852,1.4199999570846558,0.8049999475479126,0.2800000011920929,1.440000057220459,0.6166666746139526,0.2199999988079071,1.4533333778381348,0.5433333516120911,0.1733333319425583,1.471666693687439
Border 9 Fire,d0b51e42-5558-47c9-8617-34f6f977ab79,117.0,117.0,117.0,117.0,117.0,117.0,152.44444444444446,182.83333333333334,218.25,-0.3199999928474426,-0.5400000214576721,-0.7699999809265137,-0.3549999892711639,-0.6700000166893005,-0.75,-0.3666666448116302,-0.8233333230018616,-0.7333333492279053,-0.3416666686534881,-0.6566666960716248,-0.7549999952316284
Ellie Fire,99a7ed51-e64a-4aa9-b8ba-6a9ae4752db0,55.0,55.0,55.0,55.0,55.0,55.0,90.63888888888889,122.33333333333333,159.57692307692307,-0.8999999761581421,-0.3899999856948852,-0.7699999809265137,-0.8999999761581421,-0.3899999856948852,-0.7699999809265137,-0.6166666746139526,-0.4633333384990692,-0.8199999928474426,-0.5166666507720947,-0.5283333659172058,-0.8916666507720947
Shaver Fire,e1a5b757-2bc1-440f-b3d1-06cd41171775,21.0,21.0,21.0,21.0,21.0,21.0,71.41666666666667,126.88095238095238,191.1346153846154,1.0099999904632568,0.1700000017881393,1.75,1.0099999904632568,0.1700000017881393,1.75,0.8166666626930237,0.1233333349227905,1.7999999523162842,0.8100000023841858,0.1019999980926513,1.8519999980926516
Pine Fire,ed4e06ba-6d17-459a-831a-9b15a9bd116e,26.0,26.0,26.0,26.0,26.0,26.0,67.22222222222223,115.42857142857143,171.30769230769232,1.1299999952316284,-0.2399999946355819,1.5299999713897705,1.1299999952316284,-0.2399999946355819,1.5299999713897705,0.6866666674613953,-0.2666666507720947,1.56333327293396,0.5239999890327454,-0.285999983549118,1.5959999561309814
Skeggs Fire,81b26bc7-7d65-4591-9d27-4e698cab4f12,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,10.595238095238095,27.78846153846154,0.8999999761581421,0.2399999946355819,0.7900000214576721,0.4699999988079071,0.4699999988079071,1.4600000381469729,0.1366666704416275,0.3433333337306976,1.503333330154419,-0.0139999976381659,0.3479999899864197,1.5499999523162842
Berry Fire,4a015862-8ac1-4c91-aa4c-c9831630b75a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,15.25,1.2799999713897705,0.3899999856948852,-3.109999895095825,1.2799999713897705,0.3899999856948852,-3.109999895095825,1.0299999713897705,0.2899999916553497,-3.0366666316986084,0.9580000042915344,0.2699999809265136,-2.94599986076355
Pacific Fire,ea832344-b0c6-4443-b5f0-457c462d911c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.785714285714285,47.59615384615385,0.6299999952316284,0.3899999856948852,1.6699999570846558,0.6299999952316284,0.3549999892711639,1.690000057220459,0.6000000238418579,0.3166666626930237,1.7100000381469729,0.4466666579246521,0.1966666579246521,1.7799999713897705
Hole Fire,59d6fc84-0d58-4e29-b910-1993dba51b3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,2.0899999141693115,0.7099999785423279,2.7699999809265137,1.7699999809265137,0.6699999570846558,2.845000028610229,1.6066666841506958,0.746666669845581,2.9200000762939453,1.4266666173934937,0.8083333373069763,3.2049999237060547
Skeleton Fire,089f95f8-8834-4cc6-87c7-15cb1aeca7b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.333333333333332,54.92307692307692,1.690000057220459,0.0299999993294477,1.1799999475479126,1.690000057220459,-0.0700000002980232,1.2100000381469729,1.6100000143051147,-0.1266666650772094,1.2200000286102295,1.2733333110809326,-0.103333331644535,1.225000023841858
Slides Fire,ab08cb64-67c4-4e7d-8081-b5574131f755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.333333333333332,54.92307692307692,1.4500000476837158,-0.0299999993294477,0.8899999856948853,1.4500000476837158,-0.1700000017881393,-1.2100000381469729,1.4500000476837158,-0.2433333247900009,-0.6266666650772095,1.1950000524520874,-0.2800000011920929,-0.0050000152550637
Buck Fire,7cc06465-bf2a-4df2-a68d-5f330e1cea42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761905,12.5,2.0899999141693115,0.1700000017881393,0.6000000238418579,1.4850000143051147,0.0700000002980232,-1.3899999856948853,1.2899999618530271,0.0133333336561918,-1.3933333158493042,1.065000057220459,-0.0666666701436042,-1.4333332777023315
French Fire,f7a51800-b219-428c-aef0-ee5fa5de4d64,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555556,28.833333333333332,66.5576923076923,0.6299999952316284,0.2399999946355819,2.940000057220459,0.7649999856948853,0.2800000011920929,2.9800000190734863,0.7199999690055847,0.2933333218097687,3.0166666507720947,0.5433333516120911,0.1966666579246521,3.119999885559082
Eastman Fire,32d7eab5-d948-4be0-af69-b233e311d2b9,0.0,0.0,0.0,0.0,0.0,0.0,37.333333333333336,92.0,158.73076923076923,0.2399999946355819,0.1000000014901161,2.0,0.4749999940395355,0.0649999976158142,2.0199999809265137,0.473333328962326,0.0099999997764825,2.0366666316986084,0.3233333230018616,-0.0683333352208137,2.0999999046325684
Corral Fire,19ada70e-4932-449c-8483-d65685995487,0.0,0.0,0.0,0.0,0.0,0.0,2.611111111111111,38.11904761904762,93.67307692307692,0.7099999785423279,0.0299999993294477,2.400000095367432,0.8600000143051147,0.1349999904632568,2.430000066757202,0.8100000023841858,0.1466666609048843,2.450000047683716,0.5516666769981384,0.1466666609048843,2.5199999809265137
Murphy Fire,a8567989-a0c5-4c31-9012-82f99d76129f,21.0,21.0,21.0,21.0,21.0,21.0,49.0,105.92857142857143,174.21153846153845,0.7099999785423279,0.3899999856948852,2.039999961853028,0.9950000047683716,0.2800000011920929,2.059999942779541,0.8999999761581421,0.2199999988079071,2.0799999237060547,0.7233332991600037,0.0933333337306976,2.1449999809265137
Grape Fire,efa1dc61-85e3-4fb6-b6f6-04c3845d9ca6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,28.615384615384617,0.8999999761581421,-0.2399999946355819,1.5,0.9549999833106996,-0.1049999967217445,1.5350000858306885,0.903333306312561,-0.103333331644535,1.5633333921432495,0.7799999713897705,-0.1366666704416275,1.6383333206176758
Table Fire,38c666cb-6545-428f-985d-a2589dfb3700,0.0,0.0,0.0,0.0,0.0,0.0,17.083333333333332,68.83333333333333,133.67307692307693,1.0099999904632568,0.1700000017881393,2.259999990463257,1.2300000190734863,0.2049999982118606,2.2950000762939453,1.246666669845581,0.1700000017881393,2.323333263397217,1.0850000381469729,0.1233333349227905,2.406666755676269
Power Fire,e7cb239e-7d9e-440d-ba5a-c6881406ce95,0.0,0.0,0.0,0.0,0.0,0.0,27.25,81.54761904761905,150.28846153846155,0.1700000017881393,0.3899999856948852,2.380000114440918,0.1700000017881393,0.3899999856948852,2.380000114440918,0.1700000017881393,0.3899999856948852,2.4100000858306885,0.0,0.3416666686534881,2.4783334732055664
Dexter Fire,04b4caff-a62d-465b-b9a7-81986f91c0c3,0.0,0.0,0.0,0.0,0.0,0.0,24.555555555555557,78.30952380952381,148.82692307692307,0.8999999761581421,0.1000000014901161,1.2799999713897705,0.8999999761581421,0.1000000014901161,1.2799999713897705,1.1033333539962769,0.2199999988079071,1.3300000429153442,0.8449999690055847,0.1266666650772094,1.399999976158142
Huasna Fire,c64e288e-d258-45e0-8357-b7a7289c0b92,104.0,104.0,104.0,104.0,104.0,104.0,130.72222222222223,179.23809523809524,238.42307692307693,0.0299999993294477,0.0299999993294477,1.909999966621399,0.0299999993294477,-0.1000000014901161,1.7100000381469729,0.2466666549444198,-0.1299999952316284,1.6333333253860474,0.2949999868869781,-0.2716666758060455,1.5916666984558103
Cove Fire,92fc9725-ac49-4632-8bbf-e299483940b8,104.0,104.0,104.0,104.0,104.0,104.0,130.72222222222223,179.23809523809524,238.42307692307693,0.1000000014901161,-0.1000000014901161,1.409999966621399,0.2849999964237213,-0.0350000001490116,1.4199999570846558,0.4899999797344208,-0.0133333345875144,1.4266666173934937,0.4950000047683716,-0.0933333337306976,1.4550000429153442
Estate Fire,c9009967-c0c1-47d3-b2eb-47b2d7a5da0e,0.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,32.04761904761905,75.88461538461539,0.1000000014901161,0.3199999928474426,2.740000009536743,0.320000022649765,0.2800000011920929,2.775000095367432,0.4800000190734863,0.3666666746139526,2.809999942779541,0.3266666829586029,0.3416666686534881,2.9049999713897705
32 Fire,cf38fe5e-29ca-498d-bc9c-d3f2fd8ff883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.642857142857142,43.75,0.3199999928474426,0.1700000017881393,1.2699999809265137,0.3199999928474426,0.1700000017881393,1.2699999809265137,0.7833333015441895,0.2666666507720947,1.340000033378601,0.6800000071525574,0.2549999952316284,1.4266666173934937
Canyon Fire,0176a674-c102-4854-92af-7d09aa3e1430,199.0,199.0,199.0,199.0,199.0,199.0,210.27777777777777,242.5952380952381,286.90384615384613,-0.800000011920929,-0.3899999856948852,-0.8299999833106995,-0.800000011920929,-0.3899999856948852,-0.8299999833106995,-0.5600000023841858,-0.4633333384990692,-0.5533333420753479,-0.4633333384990692,-0.5450000166893005,-0.0116666667163372
Edwards Fire,c4f61042-d1ef-4d00-956d-785368ee34ca,0.0,0.0,0.0,0.0,0.0,0.0,0.25,30.333333333333332,87.38461538461539,-0.6200000047683716,0.2399999946355819,2.9100000858306885,-0.6200000047683716,0.2399999946355819,2.9100000858306885,-0.2066666632890701,0.3899999856948852,2.970000028610229,-0.123999997973442,0.3919999897480011,3.0280001163482666
Linne Fire,98bf51ea-bf23-40a3-b95e-4b795baced3e,104.0,104.0,104.0,104.0,104.0,104.0,122.86111111111111,170.11904761904762,231.05769230769232,0.4699999988079071,-0.1700000017881393,1.3600000143051147,0.4699999988079071,-0.1700000017881393,1.3600000143051147,0.7699999809265137,-0.1466666758060455,1.3833333253860474,0.8679999709129333,-0.2299999892711639,1.399999976158142
Poly Fire,cb3599f6-751d-4072-8db1-6e366ac603c9,104.0,104.0,104.0,104.0,104.0,104.0,122.86111111111111,170.11904761904762,231.05769230769232,1.0099999904632568,-0.7099999785423279,1.409999966621399,1.0099999904632568,-0.7099999785423279,1.409999966621399,1.246666669845581,-0.4466666579246521,1.4166666269302368,1.2640000581741333,-0.4699999988079071,1.4179999828338623
Jasper Fire,ab42234a-7930-4636-8af5-3fc11ca8b34d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,45.34615384615385,0.1700000017881393,0.1700000017881393,1.690000057220459,0.1700000017881393,0.1700000017881393,1.5099999904632568,0.503333330154419,0.2666666507720947,1.5700000524520874,0.5220000147819519,0.2719999849796295,1.621999979019165
Lion Fire,f2e55878-e387-412b-a067-dadc649bed43,0.0,0.0,0.0,0.0,0.0,0.0,27.75,89.85714285714286,167.96153846153845,0.6299999952316284,-0.7099999785423279,-1.190000057220459,1.1600000858306885,-0.8600000143051147,-1.1950000524520874,1.4700000286102295,-0.8733333349227905,-1.2100000381469729,1.7133333683013916,-0.9233332872390748,-1.2383333444595337
Soda Fire,01202971-a157-41f8-91cc-cf7c3b8f9473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,39.90384615384615,0.6299999952316284,0.1700000017881393,-2.259999990463257,0.550000011920929,0.135000005364418,-2.2249999046325684,0.7933332920074463,0.1966666579246521,-2.2033333778381348,0.996666669845581,0.2583333253860473,-2.150000095367432
Lakewood Fire,62a5257e-a841-4f7a-ae19-52aa89570bd9,42.0,42.0,42.0,42.0,42.0,42.0,61.77777777777778,116.19047619047619,184.80769230769232,-0.6200000047683716,0.1000000014901161,1.9800000190734863,-0.3600000143051147,0.0649999976158142,2.009999990463257,-0.2066666632890701,0.0533333346247673,2.039999961853028,0.01999999769032,-0.0233333334326744,2.12333345413208
Melba Fire,58533f37-ed81-4ac4-89e9-b4088684d9e7,55.0,55.0,55.0,55.0,55.0,55.0,74.72222222222223,103.69047619047619,144.51923076923077,-1.690000057220459,0.1700000017881393,-0.8600000143051147,-1.5700000524520874,-0.1000000014901161,-1.3650000095367432,-1.3833333253860474,-0.1233333349227905,-1.3833333253860474,-1.1100000143051147,-0.3449999988079071,-1.4166667461395264
