,incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,lon,lat,fire_start_date,rmax_mean_8w,rmin_mean_8w,sph_mean_8w,srad_mean_8w,tmmn_mean_8w,tmmx_mean_8w,vs_mean_8w,bi_mean_8w,fm100_mean_8w,fm1000_mean_8w,erc_mean_8w,etr_mean_8w,pet_mean_8w,vpd_mean_8w,pr_sum_8w,th_sin_8w,th_cos_8w,rmax_mean_6w,rmin_mean_6w,sph_mean_6w,srad_mean_6w,tmmn_mean_6w,tmmx_mean_6w,vs_mean_6w,bi_mean_6w,fm100_mean_6w,fm1000_mean_6w,erc_mean_6w,etr_mean_6w,pet_mean_6w,vpd_mean_6w,pr_sum_6w,th_sin_6w,th_cos_6w,rmax_mean_4w,rmin_mean_4w,sph_mean_4w,srad_mean_4w,tmmn_mean_4w,tmmx_mean_4w,vs_mean_4w,bi_mean_4w,fm100_mean_4w,fm1000_mean_4w,erc_mean_4w,etr_mean_4w,pet_mean_4w,vpd_mean_4w,pr_sum_4w,th_sin_4w,th_cos_4w,rmax_mean_2w,rmin_mean_2w,sph_mean_2w,srad_mean_2w,tmmn_mean_2w,tmmx_mean_2w,vs_mean_2w,bi_mean_2w,fm100_mean_2w,fm1000_mean_2w,erc_mean_2w,etr_mean_2w,pet_mean_2w,vpd_mean_2w,pr_sum_2w,th_sin_2w,th_cos_2w,log_acres_burned
2950,Fink Fire,Y,2025-06-06T20:58:43Z,2025-06-05T14:07:52Z,CAL FIRE Santa Clara Unit,,Stanislaus,"4400 block of Fink Rd, South of Patterson",13.0,100.0,,,-121.145689,37.39594,Wildfire,e46c8db3-3b39-463e-90f6-3a805431af3e,https://www.fire.ca.gov/incidents/2025/6/5/fink-fire/,2025-06-05T15:06:00Z,2025-06-05,2025-06-05,N,True,False,-121.145689,37.39594,2025-06-05,92.2,31.514284,0.007114285,301.82144,282.82855,299.2643,3.8,35.857143,13.728571,16.085712,37.785713,7.007142,5.271428,1.1721429,0.0,-0.81884,0.4629865,86.1,35.392857,0.0070214286,296.77142,284.1357,297.81427,3.9500003,32.642857,13.421428,15.271429,37.642857,7.1857142,5.407143,1.1364286,7.7000003,-0.86699647,0.333111,72.928566,23.507143,0.0064778575,343.1143,285.94998,302.28574,4.142857,47.5,9.185715,12.635715,53.785713,9.364285,6.921428,1.7714287,0.3,-0.68960935,0.5995196,76.14286,21.65,0.007056429,358.23575,286.5357,304.73575,4.142857,52.285713,8.671428,10.571428,61.5,10.599999,7.7714286,2.0142858,0.0,-0.8832526,0.3721003,2.6390573296152584
2951,Grade Fire,Y,2025-06-06T09:21:20Z,2025-06-05T14:27:00Z,CAL FIRE San Benito-Monterey Unit,,Monterey,"Southview Lane and Laureles Grade, Carmel Valley",7.0,100.0,,,-121.757033,36.520325,Wildfire,ebae5593-bef6-47e4-b2a2-5762997ad972,https://www.fire.ca.gov/incidents/2025/6/5/grade-fire/,,,2025-06-05,N,True,False,-121.757033,36.520325,2025-06-05,98.471436,54.757145,0.006851428,295.57147,280.39288,290.35715,4.25,27.785715,16.857143,18.985714,24.857143,4.2785716,3.5071428,0.42214283,0.0,-0.60154325,0.49960777,94.185715,62.485714,0.0067900005,301.77142,281.6143,288.57855,4.7571435,22.142857,18.042858,18.942856,21.214285,4.035714,3.4,0.3742857,7.6000004,-0.69156945,0.5390852,93.57143,47.850002,0.0069242856,339.64285,282.07855,292.94284,6.085715,35.785713,15.192856,17.242857,30.285715,5.935714,4.635714,0.6685715,2.3,-0.57818174,0.7734271,93.66428,51.764286,0.0070842854,353.4857,282.47858,292.07858,4.9214287,34.142857,15.500002,16.621428,31.857143,5.5928574,4.5642858,0.5914286,0.0,-0.7054253,0.48975113,2.0794415416798357
2952,Jack Fire,Y,2025-06-07T19:55:21Z,2025-06-05T18:52:35Z,Kern County Fire Department,,Kern,"Highway 46 and Kecks Road, Annette",50.0,100.0,,,-120.157902,35.708223,Wildfire,95855b3f-ff88-45cd-8de6-86fa973ac967,https://www.fire.ca.gov/incidents/2025/6/5/jack-fire/,2025-06-07T07:00:00Z,2025-06-07,2025-06-05,N,False,False,-120.157902,35.708223,2025-06-05,69.057144,27.47857,0.0061857137,280.73572,284.73572,298.02856,2.8428571,43.142857,9.228571,11.585715,56.714287,6.514286,4.9714284,1.332857,0.0,-0.69994754,0.5111555,77.62144,34.164288,0.0065549994,287.92856,283.93573,296.30716,3.05,40.214287,11.014285,11.214286,53.5,6.292857,4.8785715,1.1114285,4.0,-0.7984244,0.37431124,59.092854,20.328571,0.005692143,347.4714,287.00003,301.64285,3.257143,53.857143,7.7571435,9.8785715,66.92857,8.635714,6.5285716,1.935714,0.0,-0.5402303,0.73231643,59.45,17.814287,0.006173571,350.8857,287.90714,304.3857,3.4857142,62.285713,6.657143,8.328572,75.64286,10.164285,7.5000005,2.2192857,0.0,-0.79543036,0.31789216,3.9318256327243257
2953,Sabe Fire,Y,2025-06-06T20:56:18Z,2025-06-05T14:11:34Z,CAL FIRE San Benito-Monterey Unit,,San Benito,"Quien Sabe Road and Santa Ana Valley Road, Tres Pinos",17.0,100.0,,,-121.274403,36.800358,Wildfire,1d4b5639-9ac4-42de-8f20-9884ed8f6657,https://www.fire.ca.gov/incidents/2025/6/5/sabe-fire/,2025-06-06T10:23:00Z,2025-06-06,2025-06-05,N,True,False,-121.274403,36.800358,2025-06-05,93.064285,49.328575,0.0068878564,298.7357,280.85715,291.5286,3.7000003,30.857143,15.214284,17.042856,31.428572,4.471429,3.6642857,0.51857144,0.0,-0.87348557,0.23496954,90.18572,54.41428,0.006913572,287.37143,281.5357,290.4714,3.9857144,28.142857,15.592857,16.435715,30.5,4.4500003,3.6571426,0.4764286,1.9,-0.9258843,0.10475843,79.22857,34.535717,0.0065149995,343.17142,282.81427,296.31427,3.85,35.642857,11.778572,14.514285,42.642857,6.635715,5.2357144,1.0535715,1.1,-0.7545773,0.4745731,88.78571,37.414284,0.0071128565,354.63574,282.29288,296.19998,4.1142855,41.5,12.285714,13.250001,45.857143,6.814286,5.3857145,0.9185714,0.0,-0.94401693,0.091665946,2.8903717578961645
2954,Perez Fire,Y,2025-06-06T21:00:24Z,2025-06-06T15:19:59Z,CAL FIRE Fresno-Kings Unit,,Fresno,"Perez Street and Barboza, Mendota",20.0,100.0,,,-120.384115,36.766702,Wildfire,d8c67864-71fe-44f7-b36c-0e18df46af61,https://www.fire.ca.gov/incidents/2025/6/6/perez-fire/,2025-06-06T15:59:00Z,2025-06-06,2025-06-06,N,True,False,-120.384115,36.766702,2025-06-06,83.10714,26.742857,0.0065428573,297.18573,283.77856,299.65,4.592857,43.214287,11.271429,14.521429,44.857143,8.071429,5.821429,1.3435714,0.0,-0.77979577,0.5768471,83.90714,30.72143,0.0068264296,295.22858,284.54285,299.07144,4.3785715,42.5,11.8785715,13.257142,46.285713,8.0,5.864286,1.3221427,3.6000001,-0.79535204,0.51450264,70.52143,20.021427,0.006099285,355.0857,286.0143,303.05713,5.414285,63.285713,8.5,11.192857,60.714287,11.0,7.857143,1.9321429,0.0,-0.6806031,0.65690273,68.27143,18.314287,0.006745714,363.59283,288.05002,305.85715,5.2285714,70.78571,7.428572,9.3714285,70.07143,12.542856,8.885715,2.2814286,0.0,-0.83841723,0.5036223,3.044522437723423
2955,Reading Fire,Y,2025-10-14T16:09:10Z,2025-06-08T18:53:21Z,CAL FIRE Shasta-Trinity Unit,,Trinity,Reading Creek Road at State Highway 3,47.0,100.0,,California Bureau of Land Management and Trinity County Sheriff's Office,-122.9447813,40.6399341,Wildfire,4c572138-64a7-4bba-ae74-4b5ed8e78df8,https://www.fire.ca.gov/incidents/2025/6/8/reading-fire/,,,2025-06-08,N,True,False,-122.9447813,40.6399341,2025-06-08,68.83571,26.428572,0.004501429,299.67142,278.24286,296.08572,2.1714287,32.0,9.45,14.835714,46.0,5.964286,4.657143,1.1935714,0.3,-0.3657405,0.5581518,72.35,26.85,0.0052342857,329.7214,279.20715,298.2857,2.4714284,37.142857,9.47857,12.107144,53.92857,6.7071424,5.278571,1.3164285,0.0,-0.42496976,0.33260462,75.21429,30.685715,0.0053707142,318.22858,278.90717,296.35715,3.1,34.142857,10.3,11.5,52.214287,6.6928573,5.178571,1.1042856,6.9,-0.62666607,0.4768289,72.45,27.014284,0.007918571,356.64996,285.30716,304.87857,2.6571429,40.714287,9.285715,10.535714,59.57143,8.692857,6.814286,1.8885715,0.0,-0.51470536,0.57922876,3.871201010907891
2956,Feather Complex Fire,Y,2025-06-11T09:25:18Z,2025-06-09T08:04:54Z,Plumas National Forest,,Plumas,"Near Grizzly Forebay, Bucks Lake",19.0,100.0,,,-121.2897146,39.8913619,Wildfire,89f1e05a-5652-451a-8c41-4d65df907617,https://www.fire.ca.gov/incidents/2025/6/9/feather-complex-fire/,2025-06-10T20:09:00Z,2025-06-10,2025-06-09,N,False,False,-121.2897146,39.8913619,2025-06-09,70.442856,42.47143,0.0049407147,275.79285,279.47144,289.7143,3.5571427,28.142857,10.892858,16.607143,36.142857,5.15,3.9857144,0.76857144,19.099998,-0.12598294,0.045642596,61.435707,34.8,0.0057700006,314.27142,283.1643,294.37143,4.514286,41.857143,10.392856,14.778571,44.214287,7.0928574,5.371429,1.0735714,0.0,0.15497649,0.048200514,64.9,41.535713,0.0055842856,319.65714,281.64285,291.4357,3.692857,34.357143,10.785714,13.357144,45.5,6.042857,4.7999997,0.8478571,35.7,-0.3678024,0.28011364,53.00714,31.349997,0.0074207145,347.32144,288.70712,300.17856,3.4785712,46.57143,7.907143,10.778571,60.142857,8.778571,6.7642856,1.6428572,1.8,-0.048028655,0.17356913,2.995732273553991
2957,Antonio Fire,Y,2025-06-11T09:22:39Z,2025-06-09T16:13:55Z,CAL FIRE Santa Clara Unit,,Santa Clara,"West of San Antonio Valley Road and Upper San Antonio Valley Road, Mount Hamilton",18.0,100.0,,,-121.554371,37.353834,Wildfire,3f92262b-599b-4753-a002-f514ab1e36ab,https://www.fire.ca.gov/incidents/2025/6/9/antonio-fire/,2025-06-10T12:14:00Z,2025-06-10,2025-06-09,N,True,False,-121.554371,37.353834,2025-06-09,100.0,45.46429,0.0061992854,287.2643,273.99997,291.17142,3.9,25.357143,16.792858,19.164288,24.857143,4.1571426,3.3785717,0.4657143,1.8,-0.89327365,0.27462357,99.32143,31.95714,0.0067478567,329.39288,276.12143,297.4643,3.9857142,31.214285,15.807143,17.871428,30.785715,6.299999,4.928571,0.91499996,0.0,-0.6623131,0.49495316,99.07857,33.500004,0.0063557145,342.4857,275.95,296.11426,4.9857144,34.785713,14.9,16.52857,33.857143,6.957143,5.2642856,0.85999995,2.5,-0.7005435,0.6297103,97.52142,24.742859,0.007517143,355.75,279.5643,302.92142,3.9357142,37.42857,13.478572,15.085714,40.785713,9.0,6.7642856,1.4849998,0.0,-0.793436,0.39363167,2.9444389791664403
2958,Windy Fire,Y,2025-06-11T15:23:24Z,2025-06-09T15:42:39Z,Sierra National Forest ,,Madera," Near Mammoth Pool Road and Mammoth Pool Reservoir, Sierra National Forest ",12.0,100.0,,,-119.327,37.34,Wildfire,a826b1bf-cb1f-4f11-9d1c-e8c6a70b9419,https://www.fire.ca.gov/incidents/2025/6/9/windy-fire/,2025-06-09T15:23:14Z,2025-06-09,2025-06-09,N,True,False,-119.327,37.34,2025-06-09,58.835712,41.100002,0.004592143,285.12143,280.45,289.11432,3.1785715,35.0,9.321427,12.814284,49.142857,5.292857,4.114286,0.81,16.1,0.18177819,-0.19331661,58.442852,35.071423,0.005662857,309.84283,283.29288,294.7,3.114286,30.928572,10.042857,12.500001,48.357143,6.407143,5.0285716,1.1535714,4.4,0.43228412,0.059053786,56.45,33.3,0.0053899996,330.68573,283.05716,294.76425,3.5142858,46.42857,8.407144,10.571428,59.92857,7.0285716,5.4571424,1.1735715,1.3,-0.07886495,-0.14674115,49.4,29.91429,0.007454286,338.54288,289.58572,301.25,2.7714288,50.92857,7.2357144,8.8785715,69.78571,8.3785715,6.571429,1.8007144,0.70000005,0.13791145,-0.34033743,2.5649493574615367
2959,Cahuilla Fire,Y,2025-06-13T22:03:44Z,2025-06-10T12:30:13Z,Unified Command: CAL FIRE Riverside Unit and Cahuilla Reservation,,Riverside,"52700 Highway 371, Anza",188.0,100.0,,,-116.740299,33.540872,Wildfire,b0fbc28d-1c08-45a6-9fb9-85489e5db871,https://www.fire.ca.gov/incidents/2025/6/10/cahuilla-fire/,2025-06-13T11:16:36Z,2025-06-13,2025-06-10,N,True,False,-116.740299,33.540872,2025-06-10,81.66429,39.271427,0.0048392857,294.5,277.0643,289.22858,4.3285713,39.92857,11.914285,11.642856,49.57143,4.9,3.8500001,0.6735714,3.8,-0.8166269,-0.32929522,91.19286,36.235714,0.00664,301.5,279.73572,295.61426,3.457143,34.357143,14.8785715,13.500001,41.357143,5.8428574,4.6857142,0.98357135,7.3,-0.52046716,0.061452888,86.67143,27.114286,0.005900714,344.06427,279.2357,297.05713,4.0071425,43.214287,12.028571,13.314285,47.642857,7.2714286,5.5999994,1.1642855,0.4,-0.8594066,-0.27112395,89.58571,28.22143,0.008710714,332.5143,283.52142,301.89996,3.6000001,39.857143,12.435714,12.542859,48.57143,7.914286,6.164285,1.3778572,2.5,-0.70869213,-0.4243577,5.241747015059643
2960,McNamara Fire,Y,2025-06-12T08:38:48Z,2025-06-10T11:59:51Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Los Banos Highway and McNamara Road, Merced",43.0,100.0,,,-120.457979,37.228714,Wildfire,bd1877e5-4421-4e52-b4cc-4b863f708c87,https://www.fire.ca.gov/incidents/2025/6/10/mcnamara-fire/,2025-06-10T14:18:00Z,2025-06-10,2025-06-10,N,True,False,-120.457979,37.228714,2025-06-10,94.28571,37.69286,0.0069907145,286.08572,282.16428,296.40717,3.5499997,24.785715,14.607142,16.785715,31.357143,5.9857144,4.6285715,0.90928566,4.0,-0.7525731,0.56564814,90.24999,26.392857,0.007317857,329.04282,284.27142,302.20712,3.8928573,36.714287,13.0,15.428573,40.214287,8.285715,6.257142,1.5299999,0.0,-0.65233356,0.72000915,80.02142,22.82143,0.0064035715,362.59286,284.4357,301.91428,5.164285,54.285713,9.792857,12.807143,53.0,10.535714,7.578572,1.6414287,0.0,-0.7056683,0.7040802,80.1,20.992857,0.007986428,365.02856,287.90717,307.05713,4.214286,55.714287,9.214286,10.949999,60.785713,11.45,8.364285,2.2292857,0.0,-0.7358239,0.6726168,3.784189633918261
2961,Ranch Fire,Y,2026-01-06T13:00:23Z,2025-06-10T14:33:13Z,Bureau of Land Management- California Desert District,,San Bernardino,"Bowen Ranch Road and Coxey Truck Trail, South of Apple Valley",4293.0,100.0,,,-117.1232,34.3745,Wildfire,5fbb7563-7dc7-4a36-849b-400b8488a9dd,https://www.fire.ca.gov/incidents/2025/6/10/ranch-fire/,2025-06-18T08:00:00Z,2025-06-18,2025-06-10,N,False,False,-117.1232,34.3745,2025-06-10,61.17857,31.621428,0.0038978572,297.79288,279.32858,288.1,4.0499997,48.285713,8.635715,9.328572,63.42857,5.414285,4.1571426,0.8257142,6.6,-0.72034115,-0.35947984,66.25,31.392859,0.0055221426,302.2143,283.7357,293.33572,3.3785713,35.857143,11.664285,11.364286,51.357143,6.3571434,4.9785714,1.1049999,35.2,-0.4517567,-0.08088841,53.414284,21.057142,0.004255714,346.05002,283.87143,294.59286,4.2071433,58.714287,7.4928575,10.428572,65.21429,8.099999,6.0928574,1.3835715,0.0,-0.8927291,-0.24184278,54.357143,22.242857,0.006194286,337.79288,288.88574,299.62143,3.2,58.0,6.9,8.357142,74.07143,8.585714,6.5785713,1.7842858,0.3,-0.5899623,-0.5389035,8.364973978438726
2962,Bethany Fire,Y,2025-06-11T08:56:31Z,2025-06-10T16:32:26Z,Burbank Fire Department,,Los Angeles,"Bethany Road and Amherst Drive, Burbank",20.0,100.0,,,-118.309,34.2,Wildfire,a2c5a778-4896-4812-ba19-1e966a2aa253,https://www.fire.ca.gov/incidents/2025/6/10/bethany-fire/,2025-06-10T14:18:00Z,2025-06-10,2025-06-10,N,False,False,-118.309,34.2,2025-06-10,86.22143,51.985714,0.0069985716,251.24287,283.00714,290.62857,3.007143,32.785713,13.914285,12.6214285,42.642857,4.085714,3.3857143,0.52000004,10.9,-0.40179634,-0.8658444,84.71429,48.585716,0.008432857,277.12857,286.4857,295.83572,2.6714287,24.0,15.135715,14.664285,35.214287,4.892857,4.1357145,0.9542857,4.8,-0.55607355,-0.5672375,82.314285,40.557148,0.008182858,306.49286,286.35715,296.65,2.8071427,32.0,12.357144,13.892858,43.0,5.971428,4.892857,0.96285725,1.4,-0.29098558,-0.8760077,87.40001,40.37857,0.009565714,308.63574,287.8,299.24286,2.9571426,37.142857,12.585714,12.842857,46.357143,6.478572,5.292857,1.0528572,0.5,-0.36631522,-0.8358588,3.044522437723423
2963,Greilich Fire,Y,2025-06-12T08:25:38Z,2025-06-10T17:00:14Z,CAL FIRE Amador El Dorado Unit,,Amador,"Greilich Road, Plymouth",11.0,100.0,,,-120.889,38.454,Fire,65bba8de-90eb-4af0-853c-7920557d4303,https://www.fire.ca.gov/incidents/2025/6/10/greilich-fire/,2025-06-10T20:45:00Z,2025-06-10,2025-06-10,N,True,False,-120.889,38.454,2025-06-10,95.4,51.657143,0.007145715,271.4,280.49286,293.60715,2.2071426,19.142857,15.857144,17.67857,27.357143,4.2357144,3.5857143,0.61500007,7.4,-0.7579023,-0.35029903,82.47857,35.721428,0.0073564285,313.3143,283.45718,299.5357,2.7357142,29.357143,12.742858,16.207144,37.357143,6.442857,5.164285,1.2242855,0.4,-0.6919883,-0.13327663,78.84285,32.342854,0.0067935707,344.26425,282.8786,299.49286,2.7857144,37.42857,10.428572,13.3,48.92857,7.1714287,5.678571,1.2635716,0.0,-0.8780044,-0.07252581,75.08572,27.521425,0.008265715,349.84286,286.8357,305.22855,2.5214283,42.214287,9.349999,11.407143,57.785713,8.442857,6.6500006,1.892143,0.0,-0.88745636,-0.34094262,2.4849066497880004
2964,SKU Early June Lightning Complex,Y,2025-09-02T16:35:59Z,2025-06-10T16:52:43Z,CAL FIRE Siskiyou Unit,,Siskiyou,"Fairlane, Yreka ",108.0,100.0,,,-122.345743,41.716795,Wildfire,b8f95fe9-87af-4f12-a351-4fd38ad0bae6,https://www.fire.ca.gov/incidents/2025/6/10/sku-early-june-lightning-complex/,2025-06-14T22:01:10Z,2025-06-14,2025-06-10,N,True,False,-122.345743,41.716795,2025-06-10,70.292854,29.164288,0.004426428,298.94284,277.9643,292.27145,2.864286,29.571428,10.1214285,13.742857,45.785713,5.571429,4.3285713,0.91071427,16.099998,-0.35846648,0.66599834,68.192856,29.635715,0.0051942854,299.9,279.9,294.92142,3.4214287,28.785715,10.349999,13.214285,46.214287,6.4071426,4.9214287,1.09,14.6,-0.22098991,0.07254486,81.85714,35.80714,0.0060785715,309.67856,279.47147,294.15714,3.2357144,37.92857,11.942857,13.214286,46.285713,5.95,4.735714,0.86571425,0.8,-0.6512398,0.33716634,69.42857,26.635714,0.008082857,353.02142,286.00714,303.27142,2.9285715,45.357143,8.821428,11.314285,59.0,8.5,6.6857142,1.7392857,0.0,-0.122276075,0.6684155,4.6913478822291435
2965,Letter Fire,Y,2025-06-16T07:54:02Z,2025-06-08T22:04:46Z,Plumas National Forest,,Plumas,North of Grizzly Forebay,11.0,100.0,,,-121.287,39.8933,Wildfire,fa5f5923-ea10-4b02-93d4-b0ed55684942,https://www.fire.ca.gov/incidents/2025/6/8/letter-fire/,2025-06-12T18:00:00Z,2025-06-12,2025-06-08,N,False,False,-121.287,39.8933,2025-06-08,63.221428,43.55714,0.0048100003,282.54285,280.19284,287.8643,3.6785715,29.285715,10.207141,17.671429,34.92857,5.0642858,3.942857,0.70428574,16.9,-0.0049992586,0.12124153,61.77857,40.449993,0.005695714,304.77145,282.2857,291.2214,4.307143,34.57143,11.728571,15.792857,38.642857,6.0571427,4.6928573,0.8592857,3.9,0.1353684,0.06713581,68.02857,46.09286,0.0055107144,316.44998,280.40717,289.00714,4.007143,32.714287,11.892858,14.328572,40.785713,5.3428574,4.3214283,0.6828571,33.2,-0.35446563,0.26892275,50.414284,35.278572,0.007348571,347.05,288.7143,297.26425,3.5642855,47.642857,8.1,11.492858,57.92857,8.1,6.335715,1.3885715,0.3,-0.14123794,0.06634412,2.4849066497880004
2966,Lake Fire,Y,2025-06-16T07:53:43Z,2025-06-10T19:00:41Z,Kern County Fire Department  ,,Kern,"Near Gardner Field Road, Northeast of Maricopa",23.0,100.0,,,-119.30306,35.116076,Wildfire,66bbfc0a-d8a9-4bb3-b4af-e0b891083c48,https://www.fire.ca.gov/incidents/2025/6/10/lake-fire/,2025-06-11T08:00:00Z,2025-06-11,2025-06-10,N,False,False,-119.30306,35.116076,2025-06-10,61.292854,25.821428,0.005085,278.27142,284.78574,296.84283,3.7714283,49.285713,8.1285715,10.671427,60.92857,7.442857,5.407143,1.3907143,4.0,-0.8117669,0.3975334,56.87858,20.285715,0.005727143,312.92856,288.0143,302.82858,3.4642856,51.785713,7.835714,9.728571,66.28571,8.928572,6.557143,2.0735714,2.7,-0.5766298,0.546707,47.392857,16.485716,0.0045764293,349.15717,287.67856,301.82147,4.378571,71.92857,5.914285,7.9214287,79.14286,10.8714285,7.7214284,2.1000001,0.0,-0.6354206,0.6591342,49.321434,15.421428,0.0061935713,348.34283,291.59283,307.70718,3.7357144,71.5,5.642857,6.65,85.35714,11.914286,8.557142,2.8592856,0.0,-0.7423593,0.26852363,3.1780538303479458
2967,Rocky Fire,Y,2025-06-12T08:35:50Z,2025-06-11T12:33:05Z,CAL FIRE Tulare Unit,,Tulare,"Rocky Hill Drive and Yokohl Valley Drive, near Exeter",137.0,100.0,,,-119.089751,36.301073,Wildfire,7ccaece9-72e8-4e4a-9cd6-176dfae15511,https://www.fire.ca.gov/incidents/2025/6/11/rocky-fire/,2025-06-11T16:54:00Z,2025-06-11,2025-06-11,N,True,False,-119.089751,36.301073,2025-06-11,80.435715,39.092857,0.006501429,251.13573,282.95715,295.92856,2.5285714,31.928572,11.764285,13.228571,45.285713,5.264286,4.135714,1.0085714,8.4,-0.61232847,0.4156196,70.064285,28.957144,0.006822858,299.6643,286.09286,301.8357,2.8285713,40.857143,9.914286,12.42143,53.0,7.2428575,5.578571,1.7078571,0.0,-0.5563482,0.74651,61.75,22.228573,0.005772143,330.92853,285.48575,302.45712,3.5071425,54.42857,7.692858,10.164286,65.57143,9.307143,6.828572,1.8592856,0.0,-0.5898328,0.7750864,54.992855,19.65714,0.007254286,338.07144,290.87146,308.2429,2.8500001,56.857143,6.549999,8.342856,75.71429,10.25,7.6357145,2.7171428,0.0,-0.7797784,0.32998416,4.927253685157205
2968,Little Fire,Y,2026-01-05T13:58:53Z,2025-06-11T13:56:00Z,CAL FIRE San Benito-Monterey Unit,,San Benito,"Little Panoche Road & Yturriarte Road, Panoche",586.0,100.0,,"Hollister Fire Department, San Benito County Sheriff ",-120.876101,36.656093,Wildfire,a503c875-cf30-411a-925b-d120439d5ffd,https://www.fire.ca.gov/incidents/2025/6/11/little-fire/,2025-06-11T08:00:00Z,2025-06-11,2025-06-11,N,False,False,-120.876101,36.656093,2025-06-11,83.799995,36.75,0.006220714,281.38574,281.4714,294.14285,3.6571426,35.214287,12.385714,13.557143,43.642857,5.7785716,4.457143,0.8764286,7.2000003,-0.9265243,0.25413936,74.91429,26.97143,0.0064128567,325.11426,284.22144,299.39285,4.0142856,46.357143,10.471429,12.835713,51.285713,7.714286,5.85,1.4399999,0.0,-0.7984606,0.41887733,70.66428,22.4,0.006057858,355.4214,284.2214,300.72858,4.7571435,57.642857,8.692857,10.814286,61.07143,9.82857,7.1571426,1.6007141,0.0,-0.85053784,0.4751714,69.442856,17.892857,0.007025,353.85715,286.92856,306.65717,4.1571426,59.642857,7.7214284,9.264285,69.07143,11.464286,8.278571,2.33,0.0,-0.9324163,0.26161996,6.375024819828097
2969,Willow Fire,Y,2025-06-14T17:05:28Z,2025-06-11T11:22:38Z,Modoc National Forest,,Modoc,"Fandango Pass Road & Surprise Valley Road, Fort Bidwell",18.0,100.0,,,-120.245333,41.812667,Wildfire,9259639b-d550-4ec6-9c54-89ed5d79ef8e,https://www.fire.ca.gov/incidents/2025/6/11/willow-fire/,2025-06-14T16:00:00Z,2025-06-14,2025-06-11,N,False,False,-120.245333,41.812667,2025-06-11,81.65715,31.321428,0.004126428,284.49286,273.6357,286.7143,3.6071427,24.857143,12.085715,16.135715,35.92857,4.5357146,3.5499997,0.54357135,19.8,-0.30487257,0.60175514,78.74286,29.664286,0.0046949997,309.49286,275.94284,289.82144,4.0499997,25.5,12.414286,15.885714,36.0,5.4500003,4.2714286,0.73142856,17.800001,-0.20806658,0.021093149,85.09286,33.01429,0.005408571,325.72144,276.85715,290.4643,3.357143,26.785715,13.400001,16.150002,35.57143,5.457143,4.4428573,0.69071424,14.6,-0.4609506,0.24236618,72.25714,23.307144,0.006749286,347.32858,282.4,298.4643,3.2071426,43.357143,8.785714,12.864285,54.07143,7.7285714,6.085715,1.3278573,0.0,-0.12581548,0.5172913,2.9444389791664403
2970,Dino Fire,Y,2025-06-13T22:03:00Z,2025-06-11T14:58:38Z,CAL FIRE Santa Clara Unit,,Santa Clara,"EB Highway 152 and Dinosaur Point Rd, Pacheco Pass",266.0,100.0,,"California State Parks, California Department of Fish and Wildlife, California Highway Patrol (CHP), California Department of Transportation (Caltrans) and Santa Clara Valley Water.",-121.219118,37.066401,Wildfire,9a83f189-c39b-49f9-a853-879593dc77bc,https://www.fire.ca.gov/incidents/2025/6/11/dino-fire/,2025-06-13T09:48:41Z,2025-06-13,2025-06-11,N,True,False,-121.219118,37.066401,2025-06-11,98.92143,56.72857,0.007055714,288.9,279.58572,289.95,4.135714,25.214285,17.778572,18.72143,23.714285,3.878571,3.2857144,0.37928575,1.6,-0.9459213,0.14893481,92.55714,40.757145,0.007114999,325.81427,281.3857,295.39285,4.364286,33.07143,14.92143,17.52857,31.571428,5.8642855,4.678571,0.84499997,0.0,-0.7536724,0.33083537,90.16429,34.02143,0.006790715,355.0857,281.69284,296.83572,4.635714,40.285713,12.778572,15.092856,40.5,7.421428,5.692857,0.9942857,0.0,-0.84962445,0.43743938,96.36428,33.44286,0.0079435725,356.12857,282.9714,299.68573,4.392857,40.07143,13.721429,14.178571,41.857143,7.964286,6.15,1.1507143,0.0,-0.9130443,0.19589052,5.58724865840025
